age,gender,screen_time_hours,sleep_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
53,Female,5.7,8.9,1.3,8,66,9,6,9,9020,4.2,study,0.64,0.162,39.6,low,457.5571
32,Female,9.5,7.0,10.2,6,111,7,1,94,8208,2.9,gaming,1.357,1.7,39.8,low,342.9902
30,Male,5.7,7.2,3.0,2,14,7,4,137,12630,4.3,study,0.792,1.5,51.2,medium,454.29
54,Male,5.7,5.0,12.8,5,69,7,9,130,1787,2.9,social,1.14,2.56,28.7,low,970.1538
40,Male,2.5,7.6,5.3,7,8,4,9,380,10762,5.4,study,0.329,0.757,41.8,medium,69.7349
21,Male,8.4,6.3,7.9,9,19,11,4,455,2532,2.2,gaming,1.333,0.878,61.4,medium,736.4278
42,Female,4.5,4.2,10.5,5,81,6,9,255,3919,4.1,study,1.071,2.1,36.2,low,996.0619
29,Female,9.0,8.1,12.7,1,23,11,1,226,9222,3.2,gaming,1.111,12.7,59.7,medium,257.6928
26,Other,4.7,7.9,6.9,6,71,11,7,305,14359,4.7,study,0.595,1.15,39.5,low,636.0491
31,Male,5.4,5.0,6.9,3,51,6,9,6,14537,5.3,study,1.08,2.3,41.1,medium,361.9077
46,Female,8.4,4.4,4.1,3,48,10,1,171,8154,1.5,gaming,1.909,1.367,74.0,high,4.9073
33,Male,5.1,5.0,11.1,7,4,11,6,189,8798,4.5,study,1.02,1.586,52.6,medium,31.2025
28,Male,6.1,8.4,14.0,9,79,10,3,333,7711,1.0,gaming,0.726,1.556,42.8,medium,263.1327
49,Female,2.3,4.4,13.2,7,3,4,5,225,6289,1.9,mixed,0.523,1.886,47.5,medium,127.9618
49,Female,6.4,5.8,13.4,2,84,5,5,320,11982,0.2,social,1.103,6.7,24.8,low,476.432
43,Female,6.9,5.4,12.4,6,17,11,6,285,3022,0.2,social,1.278,2.067,51.1,medium,491.8594
50,Female,7.9,8.7,1.8,2,72,4,1,180,9778,3.2,social,0.908,0.9,52.0,medium,286.4049
43,Male,5.1,8.7,5.1,7,49,9,2,96,2207,5.1,study,0.586,0.729,44.7,medium,388.7726
56,Female,4.8,8.4,5.6,9,1,10,9,481,10266,2.9,mixed,0.571,0.622,45.3,medium,455.7704
59,Male,3.6,6.7,7.8,9,11,9,1,113,11574,4.0,mixed,0.537,0.867,47.6,medium,34.0304
50,Female,9.3,8.2,11.8,9,86,9,7,444,12315,4.6,social,1.134,1.311,34.4,low,555.5999
39,Female,8.1,8.2,11.2,5,102,10,6,166,5557,3.8,gaming,0.988,2.24,32.5,low,136.0485
31,Female,5.8,8.1,5.0,4,116,6,6,224,8377,5.7,study,0.716,1.25,26.6,low,42.9468
44,Female,6.1,4.9,1.1,2,106,6,2,358,4073,0.0,social,1.245,0.55,45.6,medium,149.0502
47,Male,5.6,7.3,14.7,1,65,9,7,231,6717,5.7,study,0.767,14.7,21.1,low,208.773
40,Male,9.7,5.8,5.8,1,45,9,5,451,1478,3.0,gaming,1.672,5.8,57.2,medium,516.5805
25,Male,5.8,5.6,3.8,9,90,5,1,18,6818,4.0,social,1.036,0.422,42.8,medium,910.4173
24,Female,8.9,7.5,2.2,9,63,9,7,44,1691,5.0,gaming,1.187,0.244,50.6,medium,356.6074
56,Male,2.7,8.2,10.8,5,65,4,5,227,3072,2.1,mixed,0.329,2.16,29.3,low,695.428
43,Female,7.3,5.8,1.5,4,17,11,1,384,2767,1.8,social,1.259,0.375,69.6,medium,672.9424
34,Male,7.4,5.5,4.1,7,96,11,8,266,10746,3.3,social,1.345,0.586,47.1,medium,195.9122
45,Male,6.5,8.6,7.1,2,50,5,3,51,5951,1.5,social,0.756,3.55,42.2,medium,311.8522
53,Female,9.9,5.5,8.8,4,57,11,3,393,5225,4.1,gaming,1.8,2.2,76.3,high,398.1924
45,Male,9.9,6.7,9.4,6,64,10,6,388,4381,5.7,gaming,1.478,1.567,53.9,medium,318.6902
50,Female,3.3,5.3,4.7,4,113,9,4,32,8660,3.9,mixed,0.623,1.175,35.7,low,78.1916
23,Female,2.6,6.7,3.0,1,20,5,7,346,12482,2.6,mixed,0.388,3.0,47.6,medium,445.587
57,Female,7.8,5.2,3.0,6,7,8,9,192,4006,1.5,study,1.5,0.5,72.7,high,194.0613
23,Male,4.0,5.4,13.5,4,103,9,5,303,8807,2.1,mixed,0.741,3.375,22.4,low,635.6411
57,Female,6.6,5.3,14.7,3,62,9,6,242,3038,2.3,social,1.245,4.9,30.9,low,371.6665
25,Female,9.3,4.9,9.1,9,51,4,5,61,8655,5.9,gaming,1.898,1.011,56.6,medium,578.1756
33,Female,2.2,4.7,5.0,2,25,5,8,419,6983,5.1,study,0.468,2.5,63.7,medium,791.1593
24,Female,4.5,8.9,5.8,2,112,8,4,224,11056,4.5,study,0.506,2.9,28.6,low,328.7172
27,Male,9.6,8.6,,2,102,8,5,238,13982,1.2,gaming,1.116,1.05,14.4,low,711.5212
42,Male,9.1,6.4,2.0,6,14,10,8,323,7667,2.3,gaming,1.422,0.333,62.8,medium,307.3446
33,Female,9.6,4.5,9.9,8,112,8,8,193,8657,5.9,gaming,2.133,1.238,44.0,medium,747.0073
49,Male,,5.2,6.7,8,15,8,3,41,12187,4.6,gaming,0.981,0.838,63.9,medium,399.5727
42,Male,8.4,6.5,12.7,7,56,8,7,3,2334,0.5,gaming,1.292,1.814,35.5,low,174.2232
29,Female,4.5,4.9,4.3,5,112,4,3,338,1202,0.3,mixed,0.918,0.86,40.8,medium,129.917
28,Female,2.4,8.6,1.5,2,115,11,4,172,14345,5.4,study,0.279,0.75,40.2,medium,183.333
28,Male,2.5,5.0,2.6,9,23,8,4,311,6639,4.5,mixed,0.5,0.289,58.6,medium,209.5726
37,Male,9.8,8.1,5.4,1,89,7,4,190,14646,5.7,gaming,1.21,5.4,49.0,medium,299.8225
29,Female,2.8,8.0,0.7,3,51,11,7,26,3075,3.2,mixed,0.35,0.233,49.4,medium,787.3903
38,Male,9.9,6.9,6.6,2,37,7,4,373,4557,4.2,gaming,1.435,3.3,29.1,low,421.1033
31,Male,7.9,6.1,7.0,6,32,11,4,175,10967,2.2,social,1.295,1.167,58.4,medium,863.8761
29,Male,8.6,8.7,,9,65,4,5,478,7444,2.4,gaming,0.989,0.633,47.3,medium,736.4588
45,Female,4.0,8.5,1.8,7,3,7,7,145,8426,2.8,mixed,0.471,0.257,47.6,medium,26.6874
21,Male,3.9,8.3,11.7,1,64,8,4,340,7141,3.0,mixed,0.47,11.7,29.4,low,204.8249
49,Female,3.3,8.2,10.5,5,32,8,1,360,5403,5.9,study,0.402,2.1,41.1,medium,887.6511
22,Male,7.2,6.5,5.9,4,73,5,3,337,7132,1.2,gaming,1.108,1.475,42.2,medium,255.121
29,Other,,6.0,5.1,2,34,9,7,313,7504,4.2,study,1.117,2.55,44.5,medium,524.501
52,Male,8.6,8.1,,4,116,8,1,463,1466,2.6,gaming,1.062,1.825,39.5,low,161.7381
32,Male,6.9,6.5,8.2,7,51,9,4,370,9164,3.7,social,1.062,1.171,45.5,medium,911.5968
47,Female,2.7,6.7,1.9,5,113,9,7,146,4140,1.1,mixed,0.403,0.38,29.0,low,149.6472
46,Female,3.8,5.8,7.5,8,110,10,9,54,14498,4.0,mixed,0.655,0.938,26.1,low,88.7037
58,Male,7.6,4.2,14.0,1,75,9,9,387,5754,0.6,social,1.81,14.0,61.1,medium,75.7169
37,Female,5.4,8.1,7.8,5,47,11,1,393,12721,0.4,social,0.667,1.56,50.2,medium,403.6376
41,Female,3.4,4.7,11.0,9,78,6,6,293,1153,0.6,mixed,0.723,1.222,35.6,low,55.4707
31,Female,3.9,6.4,11.4,4,44,11,4,364,3270,2.9,mixed,0.609,2.85,41.8,medium,954.921
40,Female,,,8.9,7,42,5,1,299,7861,2.8,gaming,2.146,1.271,79.7,high,385.31
44,Male,5.2,5.1,12.0,1,89,6,2,395,4134,5.5,study,1.02,12.0,33.5,low,820.2933
20,Female,2.1,4.1,12.8,6,3,9,3,482,11924,4.2,study,0.512,2.133,52.9,medium,895.9245
46,Female,2.7,8.2,7.0,7,26,4,5,223,11382,0.4,gaming,0.329,1.0,42.8,medium,292.0596
19,Female,3.4,6.2,12.9,4,70,10,6,82,8929,2.6,mixed,0.548,3.225,27.9,low,158.6655
52,Female,4.6,5.4,6.4,6,84,9,5,303,3064,1.6,mixed,0.852,1.067,36.9,low,79.5072
29,Male,7.9,5.6,2.1,5,93,6,1,199,11832,5.7,study,1.411,0.42,66.7,medium,839.8349
54,Male,9.6,8.7,4.8,2,99,9,1,101,7115,4.3,gaming,1.103,2.4,50.7,medium,924.1359
54,Female,4.8,8.8,3.0,8,66,9,3,48,5533,2.8,mixed,0.545,0.375,43.2,medium,364.849
39,Female,5.4,7.7,3.4,3,78,7,8,386,11053,4.5,study,0.701,1.133,34.2,low,219.0216
43,Female,6.8,4.3,3.8,6,17,6,3,9,6903,4.8,study,1.581,0.633,68.0,medium,76.4028
57,Male,3.8,4.8,7.5,9,101,6,3,55,11350,4.1,study,0.792,0.833,39.1,low,575.9755
29,Female,5.9,4.4,2.2,4,35,7,3,334,12994,4.9,study,1.341,0.55,62.2,medium,725.4207
43,Male,2.9,4.4,1.2,8,97,11,5,190,14905,3.1,mixed,0.659,0.15,73.4,high,818.7687
33,Female,8.4,6.7,1.9,6,104,8,9,444,12454,4.0,gaming,1.254,0.317,38.0,low,943.534
31,Male,7.9,6.1,7.0,6,32,11,4,175,10967,2.2,social,1.295,1.167,58.4,medium,682.7323
52,Male,4.5,6.7,0.7,8,117,10,9,213,9158,2.6,mixed,0.672,0.088,29.8,low,645.9171
20,Female,5.3,4.7,1.4,6,106,5,4,207,13167,1.9,social,1.128,0.233,44.4,medium,847.2911
37,Male,3.2,6.4,7.8,6,43,7,5,75,2943,4.8,study,0.5,1.3,38.2,low,763.4966
33,Female,8.1,6.5,14.3,4,28,7,3,394,6970,4.9,gaming,1.246,3.575,55.8,medium,773.0466
56,Other,7.9,6.5,11.6,8,91,7,7,291,6099,3.3,social,1.215,1.45,28.1,low,151.9526
37,Male,3.4,6.5,2.7,7,79,9,7,311,12470,1.3,mixed,0.523,0.386,35.8,low,230.6264
48,Female,3.7,4.4,2.0,7,46,9,3,474,14216,5.2,study,0.841,0.286,79.6,high,63.9431
45,Female,6.3,5.7,1.3,2,1,7,3,487,14190,1.1,social,1.105,0.65,56.0,medium,864.5173
19,Female,4.7,6.1,14.2,3,33,7,5,127,12603,4.9,study,0.77,4.733,30.6,low,618.8469
39,Male,8.5,5.0,14.4,2,15,7,1,183,12344,1.8,gaming,1.7,7.2,67.9,medium,86.1286
21,Male,9.4,4.8,0.9,1,0,10,1,60,4305,5.7,gaming,1.958,0.9,82.0,high,695.0167
26,Other,3.0,4.5,2.3,5,94,9,9,463,10450,0.4,mixed,0.667,0.46,42.4,medium,898.1899
20,Female,8.4,7.3,7.6,3,92,8,2,201,9932,4.5,gaming,1.151,2.533,41.9,medium,885.1274
34,Male,,7.6,4.3,6,46,10,8,472,14770,1.8,mixed,0.289,0.717,43.2,medium,44.955
55,Female,9.5,4.7,10.8,9,16,4,2,263,5272,2.7,gaming,2.021,1.2,66.3,medium,411.7709
27,Female,3.0,7.9,,3,39,5,1,179,12512,4.1,social,0.38,1.333,49.5,medium,881.3592
22,Female,7.5,7.3,6.8,5,16,4,4,92,13846,2.7,social,1.027,1.36,51.5,medium,297.3784
46,Female,7.4,8.1,14.9,1,72,4,8,404,6184,4.1,study,0.914,14.9,23.8,low,823.9323
59,Female,7.4,4.0,6.1,4,83,4,8,285,10813,3.0,social,1.85,1.525,50.7,medium,323.9114
41,Female,4.9,5.7,14.2,8,6,9,7,60,11491,5.2,gaming,0.86,1.775,33.2,low,706.7415
22,Female,6.6,8.7,11.0,4,35,10,3,142,11715,6.0,study,0.759,2.75,43.8,medium,964.9614
18,Female,,5.3,4.6,8,2,7,7,142,9302,0.2,social,1.283,0.575,68.3,medium,32.8843
40,Female,,8.7,10.3,8,64,7,6,315,14570,4.4,gaming,0.977,1.288,39.0,low,971.8016
50,Other,8.8,7.5,35.0,8,56,11,1,347,3909,3.6,gaming,1.173,0.412,66.3,medium,81.6679
19,Female,8.8,6.7,13.3,5,28,8,7,222,7681,0.7,gaming,1.313,2.66,41.8,medium,272.2258
41,Female,3.1,7.4,3.1,2,58,4,5,388,14948,2.7,mixed,0.419,1.55,42.2,medium,787.5694
25,Female,8.7,7.7,,1,3,8,5,215,6775,5.7,gaming,1.13,3.1,60.6,medium,243.5646
42,Male,3.0,6.4,7.5,9,117,4,3,245,14830,1.0,mixed,0.469,0.833,26.2,low,693.0899
42,Female,7.9,8.8,3.2,4,62,10,9,202,8363,0.5,social,0.898,0.8,48.1,medium,620.5554
53,Female,3.5,4.4,8.5,3,111,5,5,239,1970,5.9,study,0.795,2.833,36.3,low,116.8802
55,Female,3.2,6.9,9.9,4,6,8,9,246,11746,2.1,mixed,0.464,2.475,34.9,low,681.1497
18,Female,6.6,6.6,10.6,6,71,5,3,100,5879,4.9,study,1.0,1.767,33.2,low,666.0237
34,Male,6.0,6.0,4.3,5,19,11,9,478,4551,1.8,social,1.0,0.86,51.2,medium,859.7972
18,Female,7.4,4.8,4.2,1,106,10,8,135,9276,2.0,social,1.542,4.2,46.6,medium,693.4817
27,Male,9.5,5.7,13.8,4,25,11,3,456,4269,4.2,gaming,1.667,3.45,59.6,medium,1.8163
54,Male,3.8,6.3,12.5,6,78,6,6,197,6437,4.2,study,0.603,2.083,5.0,low,167.3121
38,Female,3.9,7.2,8.6,6,34,9,2,132,8398,4.6,study,0.542,1.433,42.4,medium,532.1431
52,Female,5.7,6.1,1.1,7,41,4,4,95,14665,0.2,social,0.934,0.157,47.0,medium,831.4227
20,Male,3.5,4.4,9.3,9,67,10,1,2,3090,5.5,study,0.795,1.033,71.4,high,207.1545
42,Male,8.1,6.3,9.3,9,26,11,9,93,9659,3.9,gaming,1.286,1.033,63.9,medium,520.054
23,Female,9.3,6.7,10.7,3,39,6,1,302,1589,3.9,gaming,1.388,3.567,71.9,high,447.1315
31,Female,6.4,6.7,3.7,4,100,4,1,104,3922,2.8,social,0.955,0.925,39.4,low,13.4558
27,Other,5.8,8.4,1.4,5,33,8,1,168,2194,0.6,social,0.69,0.28,59.7,medium,130.5051
45,Female,,7.4,13.0,7,85,10,9,494,1201,5.3,study,0.986,1.857,26.4,low,224.298
56,Male,,6.1,11.2,7,21,8,1,176,4358,1.0,social,1.115,1.6,45.5,medium,114.4823
49,Female,3.3,5.1,9.0,5,54,5,4,442,12796,3.9,social,0.647,1.8,42.6,medium,700.075
37,Female,4.7,6.2,13.3,3,108,10,3,214,2273,1.2,mixed,0.758,4.433,23.3,low,924.2395
36,Female,4.1,5.0,6.9,1,74,9,6,58,5374,1.9,gaming,0.82,6.9,40.1,medium,568.9003
30,Male,6.5,8.4,12.9,2,32,8,2,97,12518,4.2,study,0.774,6.45,38.4,low,150.0753
33,Male,3.8,8.8,10.5,1,117,6,8,325,11366,3.7,mixed,0.432,10.5,15.7,low,775.4948
19,Other,9.8,6.2,12.8,6,50,8,8,163,14127,1.6,gaming,1.581,2.133,40.9,medium,534.7445
37,Female,8.3,7.0,13.2,2,46,10,5,257,1526,1.8,gaming,1.186,6.6,42.7,medium,339.8832
23,Male,5.1,7.7,3.0,7,82,6,2,393,10916,5.8,study,0.662,0.429,41.2,medium,340.2371
29,Female,6.0,4.1,2.5,3,119,7,9,408,10226,1.0,social,1.463,0.833,40.6,medium,91.0972
34,Male,9.0,7.6,6.5,5,16,10,8,193,13655,5.4,gaming,1.184,1.3,75.7,high,948.6331
21,Female,4.1,4.2,9.1,8,36,11,2,125,14343,1.2,study,0.976,1.138,79.1,high,494.3044
43,Female,9.7,6.1,7.3,8,81,5,1,336,5714,5.6,gaming,1.59,0.912,64.6,medium,900.6204
37,Female,6.1,5.6,13.2,4,62,9,1,297,8197,2.8,mixed,1.089,3.3,34.7,low,528.9724
54,Female,8.0,7.5,2.3,6,47,5,8,448,10730,2.0,social,1.067,0.383,24.6,low,615.0573
59,Female,5.7,4.8,3.4,6,27,5,6,349,11386,1.3,social,1.188,0.567,56.4,medium,88.0087
51,Male,8.8,4.6,10.5,7,90,6,3,325,2169,1.9,gaming,1.913,1.5,53.0,medium,965.0684
41,Female,7.6,6.3,3.9,3,65,10,2,374,10672,4.9,study,1.206,1.3,53.6,medium,117.0825
35,Male,7.2,4.4,7.4,5,101,9,3,208,1333,0.7,social,1.636,1.48,47.2,medium,133.7858
32,Female,8.9,7.3,13.7,2,73,11,8,112,6971,0.3,gaming,1.219,6.85,39.4,low,926.1909
20,Male,22.0,5.4,11.9,9,17,8,3,21,9272,3.5,mixed,0.685,1.322,43.8,medium,659.8413
45,Female,6.0,7.4,,2,50,7,8,386,14235,1.5,social,0.811,5.85,27.4,low,768.6053
32,Male,4.2,8.8,1.2,9,68,9,3,405,10348,0.6,mixed,0.477,0.133,42.8,medium,218.4479
46,Female,7.3,6.9,7.1,2,3,10,8,276,12088,0.6,social,1.058,3.55,49.5,medium,329.965
37,Male,7.4,4.7,6.1,1,38,9,7,237,5780,0.7,social,1.574,6.1,73.8,high,167.5453
35,Female,5.4,5.7,10.9,5,85,8,7,49,5464,2.2,social,0.947,2.18,25.1,low,77.1353
55,Male,5.6,6.8,8.3,3,0,9,7,477,7375,1.9,social,0.824,2.767,39.6,low,663.7648
49,Male,4.0,6.0,4.9,3,115,10,3,52,2445,3.9,mixed,0.667,1.633,34.5,low,82.9396
25,Female,8.6,8.6,13.6,4,70,5,8,426,12552,3.5,gaming,1.0,3.4,30.9,low,597.069
22,Other,2.1,,8.3,6,50,9,1,24,9126,2.4,mixed,0.276,1.383,40.8,medium,795.4731
55,Female,5.3,6.5,,5,20,5,4,451,1393,2.2,social,0.815,2.46,37.2,low,50.6439
21,Male,4.9,4.6,5.7,6,40,6,8,456,13282,5.9,study,1.065,0.95,49.6,medium,114.5509
26,Female,6.3,8.2,,2,69,4,1,440,7121,3.0,social,0.768,2.4,43.5,medium,618.2785
30,Male,3.0,7.3,2.9,3,5,11,4,358,11630,4.6,study,0.411,0.967,59.2,medium,409.2359
19,Female,9.8,8.7,14.0,8,0,9,9,405,10184,4.2,gaming,1.126,1.75,43.9,medium,911.2335
44,Female,7.0,8.0,10.5,5,76,7,2,427,7651,1.5,social,0.875,2.1,35.1,low,184.5954
55,Male,4.2,5.9,11.8,2,100,4,9,237,1166,0.4,mixed,0.712,5.9,16.8,low,811.9645
27,Male,6.0,,5.0,9,116,7,8,190,13795,0.8,social,1.034,0.556,25.8,low,30.2379
53,Female,7.5,8.8,3.0,6,57,9,7,257,9551,3.4,social,0.852,0.5,46.2,medium,822.2971
49,Female,7.8,8.9,10.4,5,21,9,5,342,11923,3.5,social,0.876,2.08,45.9,medium,670.5038
26,Female,4.5,8.3,13.7,7,61,10,2,152,1338,3.4,mixed,0.542,1.957,5.1,low,382.6658
37,Male,8.2,4.9,12.0,7,75,7,3,206,2119,0.6,gaming,1.673,1.714,45.5,medium,148.2325
20,Female,3.1,1.0,6.4,1,48,7,8,165,14865,4.2,study,0.525,6.4,36.5,low,560.2809
33,Male,2.9,9.0,0.9,9,40,5,3,170,11902,5.8,social,0.322,0.1,67.4,medium,770.8356
48,Female,3.7,8.8,,6,29,6,7,448,1239,4.5,study,0.42,2.033,32.0,low,22.2555
52,Female,4.1,0.5,5.8,8,4,8,1,163,9923,1.0,mixed,0.466,0.725,50.6,medium,478.5047
19,Male,7.3,8.1,13.5,3,39,7,2,132,9298,4.1,study,0.901,4.5,39.3,low,956.1711
36,Male,7.5,,6.7,8,77,10,5,15,3727,0.5,social,0.949,0.838,43.0,medium,411.0603
31,Female,5.6,8.9,1.9,9,60,5,6,68,4953,5.8,study,0.629,0.211,40.8,medium,894.2765
39,Male,3.4,6.3,,7,42,5,6,235,1489,1.7,mixed,0.54,0.729,41.2,medium,510.3966
19,Female,6.8,8.6,8.4,8,39,7,3,366,4205,2.4,social,0.791,1.05,43.7,medium,742.0826
51,Male,7.4,6.8,8.2,2,43,7,1,9,9071,0.8,social,1.088,4.1,48.0,medium,978.6162
20,Male,3.6,4.5,7.7,2,20,11,8,217,6359,2.7,mixed,0.8,3.85,59.4,medium,795.039
50,Female,4.4,7.0,,1,67,5,8,277,6529,4.2,study,0.629,7.1,30.9,low,385.9322
54,Female,3.9,4.4,4.8,5,25,6,3,314,8971,0.3,gaming,0.886,0.96,61.5,medium,963.2477
32,Female,6.5,6.1,7.3,6,3,9,3,147,8698,0.3,mixed,1.066,1.217,47.9,medium,422.4546
26,Female,3.0,6.8,,5,6,4,6,78,9005,3.9,mixed,0.441,2.94,31.3,low,493.5481
43,Female,5.3,5.0,2.4,7,42,8,3,214,2407,1.2,social,1.06,0.343,56.0,medium,361.8418
25,Female,2.5,5.3,1.1,9,25,6,5,416,8849,3.3,mixed,0.472,0.122,54.6,medium,959.4844
58,Male,5.8,5.0,2.2,5,59,4,6,223,2967,4.4,study,1.16,0.44,49.0,medium,726.5766
31,Female,3.1,7.1,1.3,9,112,4,5,140,3291,0.3,mixed,0.437,0.144,31.6,low,215.7961
38,Female,,5.5,,6,74,9,6,202,2274,0.6,mixed,0.673,0.1,42.0,medium,799.512
43,Other,4.2,8.6,4.1,9,40,9,7,354,3852,2.9,mixed,0.488,0.456,42.0,medium,65.4693
48,Female,6.6,4.1,15.0,6,70,4,1,493,2634,2.3,social,1.61,2.5,44.4,medium,817.1594
26,Male,4.0,6.7,6.7,8,26,7,5,197,8167,5.7,study,0.597,0.838,43.2,medium,211.8513
43,Other,4.6,7.3,14.7,5,1,7,4,231,9497,1.3,mixed,0.63,2.94,33.7,low,680.0283
48,Male,3.5,4.6,8.9,9,3,7,6,318,7275,3.0,mixed,0.761,0.989,70.8,high,648.9476
18,Female,3.6,4.6,11.4,1,118,7,3,327,7881,4.7,study,0.783,11.4,31.4,low,895.2484
36,Female,4.7,6.3,2.2,6,29,6,3,442,5006,4.9,study,0.746,0.367,50.6,medium,495.8257
38,Female,9.9,5.1,13.8,7,12,8,6,399,2259,0.2,gaming,1.941,1.971,65.3,medium,271.7835
36,Other,7.3,4.6,14.3,2,17,4,5,339,11487,4.6,study,1.587,7.15,49.5,medium,841.2702
30,Male,3.6,8.7,2.5,3,84,6,4,322,14883,3.3,mixed,0.414,0.833,38.4,low,741.6077
38,Female,7.4,8.3,12.1,5,14,11,2,331,11188,5.8,study,0.892,2.42,53.6,medium,833.0566
53,Male,3.0,8.6,8.1,6,33,10,1,204,7251,2.0,mixed,0.349,1.35,48.5,medium,673.2845
21,Male,,4.1,9.0,6,51,7,9,365,13259,5.8,study,1.244,1.5,45.2,medium,45.2564
58,Male,3.7,5.1,11.0,6,23,10,3,29,5087,1.2,mixed,0.725,1.833,68.4,medium,465.2137
22,Male,3.8,6.2,0.7,4,89,5,6,375,14354,4.8,study,0.613,0.175,35.0,low,318.8634
36,Male,3.0,4.6,,3,95,7,8,291,7918,4.8,study,0.652,1.7,39.5,low,103.2223
48,Female,7.7,8.3,13.6,8,43,11,5,254,1945,3.4,social,0.928,1.7,44.3,medium,764.3099
42,Female,8.4,6.8,14.6,8,103,8,6,428,13078,2.5,gaming,1.235,1.825,24.4,low,224.1581
57,Male,4.4,7.7,9.6,3,84,7,9,218,10017,4.6,study,0.571,3.2,22.5,low,908.0434
51,Male,4.2,8.0,2.8,1,80,11,7,312,7752,5.0,study,0.525,2.8,43.6,medium,57.1671
18,Male,6.8,5.5,3.9,1,90,7,7,310,13719,1.2,social,1.236,3.9,39.5,low,29.8089
48,Male,2.8,6.6,4.9,7,39,7,5,154,3297,4.6,study,0.424,0.7,43.4,medium,177.2415
31,Male,3.4,5.8,12.3,8,93,9,3,86,8884,2.9,mixed,0.586,1.538,25.4,low,950.8008
50,Male,4.0,4.5,3.9,7,89,9,7,247,13149,3.4,mixed,0.889,0.557,44.5,medium,288.5064
42,Female,2.6,7.7,6.5,4,112,7,2,351,10755,1.3,mixed,0.338,1.625,29.9,low,254.9844
52,Female,4.4,5.5,1.0,3,47,10,2,97,9760,1.5,mixed,0.8,0.333,56.2,medium,494.8522
45,Female,4.4,6.5,0.7,8,48,5,8,421,8230,0.5,mixed,0.677,0.088,40.8,medium,308.9857
48,Male,4.4,6.0,9.7,7,34,9,9,142,6963,1.4,study,0.733,1.386,32.4,low,406.8214
52,Female,8.8,4.3,6.3,9,24,9,9,153,12694,3.5,gaming,2.047,0.7,64.3,medium,735.4346
41,Male,9.5,6.4,12.4,3,109,9,5,434,13976,3.5,gaming,1.484,4.133,39.9,low,653.5222
54,Male,6.1,4.4,3.0,6,116,8,7,50,9678,4.2,study,1.386,0.5,51.3,medium,338.143
36,Female,3.1,7.2,4.7,1,57,11,4,54,3417,5.4,study,0.431,4.7,49.3,medium,131.1879
41,Male,4.0,8.6,8.6,8,46,7,3,216,12057,1.3,study,0.465,1.075,38.8,low,383.9488
40,Female,4.9,7.8,5.9,1,115,9,2,485,7723,4.7,study,0.628,5.9,30.2,low,818.0782
37,Male,4.4,5.6,10.9,6,58,6,7,149,3078,0.3,social,0.786,1.817,31.4,low,433.1566
51,Male,7.8,6.1,6.0,7,112,7,3,435,7174,2.7,social,1.279,0.857,6.0,low,72.985
23,Male,5.4,5.8,14.2,9,61,11,6,304,2495,1.4,social,0.931,1.578,33.4,low,864.2148
35,Female,8.5,6.3,1.3,7,79,8,5,452,11108,1.7,gaming,1.349,0.186,48.2,medium,982.4231
18,Male,6.1,7.5,10.5,1,14,10,6,303,1255,4.6,gaming,0.813,10.5,41.9,medium,984.0597
47,Male,4.1,7.2,1.7,3,14,8,6,322,9003,2.8,mixed,0.569,0.567,48.8,medium,723.5031
54,Male,2.9,0.5,3.6,8,23,8,3,19,3657,1.6,mixed,0.674,0.45,64.5,medium,833.6918
52,Female,2.4,8.5,12.6,6,8,11,2,453,14884,5.4,study,0.282,2.1,47.2,medium,49.8128
28,Female,7.5,4.1,13.3,6,21,5,2,275,14457,0.6,social,1.829,2.217,75.2,high,500.821
51,Male,6.1,6.9,6.8,5,8,7,4,72,13626,0.2,social,0.884,1.36,45.9,medium,365.143
32,Female,6.6,6.3,12.8,9,91,5,9,294,12246,3.1,social,1.048,1.422,18.7,low,999.1754
57,Female,,8.7,4.4,9,29,10,4,442,8381,5.0,gaming,1.149,0.489,67.3,medium,416.8249
19,Male,5.9,7.7,7.9,1,86,7,1,168,14978,3.4,social,0.766,7.9,34.2,low,440.4038
29,Male,9.7,4.7,6.3,2,86,7,9,273,5533,0.8,gaming,2.064,3.15,52.2,medium,393.7825
49,Female,5.4,6.2,2.3,4,76,7,9,310,5078,5.5,study,0.871,0.575,13.1,low,517.329
56,Female,4.8,4.9,,3,60,6,9,384,3655,4.4,social,0.98,4.933,28.3,low,769.6463
57,Male,5.9,4.1,8.0,5,86,8,7,88,9823,4.5,study,1.439,1.6,42.1,medium,715.9968
26,Female,7.8,6.5,12.2,8,63,6,8,225,9862,5.0,study,1.2,1.525,31.2,low,35.5348
49,Female,3.0,6.1,10.3,3,80,10,1,23,4110,4.2,study,0.492,3.433,35.8,low,652.3262
46,Female,8.0,4.4,9.3,3,76,8,1,442,2891,4.4,study,1.818,3.1,54.9,medium,428.0925
23,Female,2.4,4.4,7.7,3,15,4,7,80,7569,3.8,mixed,0.545,2.567,73.1,high,354.9021
34,Female,9.5,6.5,10.6,6,56,11,5,262,11319,0.8,gaming,1.462,1.767,72.1,high,705.9477
19,Female,8.6,8.1,13.4,2,119,6,4,156,11909,1.1,gaming,1.062,6.7,26.2,low,797.2407
